PURPOSE_CODE,CHAR_VALUE,CHAR_VALUE2
AEA5,Endowment,
EEE2,Endowment,
E118,Disability,
H321,Medical,
ECPAAN6,Accident,
ATL153,Life,
EEX7,Endowment,
WWP3,Life,
HOS2,Medical,
MPC151,Life,
MM33,Critical Illness,
2WC7,Payor/Waiver,
PYB8,Payor/Waiver,
SIR7,Critical Illness,
EL11,Critical Illness,
O19191,Endowment,
IIP8,Critical Illness,
HBCN6,Medical,
EPB7,Payor/Waiver,
EXE1,Endowment,
SIR6,Critical Illness,
CR15,Critical Illness,
GVL1,Life,
LR19,Life,
EMPA5,Accident,
WOP6,Payor/Waiver,
MRT231,Life,
ATL203,Life,
ATL105,Life,
C10SP2N6,Accident,
CW35,Payor/Waiver,
ADT151,Life,
FR10,Critical Illness,
E156,Disability,
EPA3,Accident,
LEN1,Life,
SEP2,Endowment,
PDE3,Life,
CGA14S7,Endowment,
5Y1I,Life,
AD4G,Accident,
AEPAAN6,Accident,
TP19,Disability,
DC13,Medical,
EC19,Medical,
TU03,Savers,
WC12A,Accident,
FUT7,Medical,
DCP6,Disability,
AGN0,Critical Illness,
FCPA1,Accident,
EW65,Payor/Waiver,
TAH4,Life,
CGA22S7,Endowment,
PTR2,Life,
D20253,Endowment,
ES50,Endowment,
HSI120NX,Medical,
PA421,Accident,
TP23,Disability,
ALC3,Critical Illness,
NAD4,Life,
TNV4,Life,
BOET,Savers,
C25253,Endowment,
ENG1,Endowment,
LTR1,Life,
TTS2,Endowment,
IAR1,Endowment,
EPWH,Payor/Waiver,
EP69,Disability,
L80T,Life,
IP16,Critical Illness,
APS4,Savers,
ECW5,Payor/Waiver,
ALP2PA,Life,
EME1,Savers,
A-PBB-VP2,Endowment,
DW68,Payor/Waiver,
ADT651,Life,
H226,Medical,
ITR7,Life,
HIP1,Income,
TDT5,Life,
EX10,Endowment,
AAARN6,Life,
TSS0,Savers,
WS2,Accident,
PA32,Accident,
5Y7I,Life,
EMPA2A,Accident,
UM06,Medical,
WSM-CGP2A,Accident,
LWPW,Payor/Waiver,
LW55,Payor/Waiver,
CCAA,Critical Illness,
IPCR01,Critical Illness,
TFCN,Life,
ATS1,Life,
THI90NX,Medical,
MPI150N6,Medical,
D10158,Endowment,
D15207,Endowment,
AEP181,Endowment,
WC1B,Accident,
SASP2N6,Accident,
ADB0,Accident,
TBC5,Medical,
QEZ,Accident,
THP4,Life,
EP2A,Endowment,
CGA25S7,Endowment,
LS10,Critical Illness,
PCI3,Payor/Waiver,
ATL703,Life,
EL37,Critical Illness,
LTP5,Disability,
PIDB,Disability,
EL76,Critical Illness,
CLASSIC4A,Accident,
WS3,Accident,
WSM-CNGPA,Accident,
S10SP2N6,Accident,
IDI1,Endowment,
23SIRN7,Critical Illness,
CLB6,Medical,
ADT101,Life,
AHM703,Medical,
PAE3,Life,
AFI703,Income,
PA10,Accident,
E70I,Savers,
C119,Payor/Waiver,
PFT5,Disability,
EES8,Endowment,
ATL604,Accident,
CCR9,Critical Illness,
JCIR01,Critical Illness,
A-RR-IA3,Income,
PPP1,Endowment,
TT11,Life,
E157,Disability,
WECPA2N6,Accident,
PA342,Accident,
WHL3,Life,
201A,Life,
HS29,Medical,
TST1,Life,
HPA1,Accident,
AB23,Accident,
ECW2,Payor/Waiver,
EPWPR2,Payor/Waiver,
XLTPN6,Endowment,
DHI7,Medical,
N10102,Life,
EYP2,Endowment,
ACC201,Critical Illness,
LEHG55MS3,Accident,
DT33,Life,
C103,Payor/Waiver,
CR55,Critical Illness,
D10159,Endowment,
QSP,Accident,
QKZ,Accident,
QAZ,Accident,
STPD,Disability,
PA131,Accident,
CI12,Critical Illness,
17VC,Life,
A-GWC-DCP1,Accident,
CTPDM0,Disability,
LS20,Critical Illness,
BAA1,Endowment,
MF5,Accident,
EL68,Critical Illness,
EAPT3,Disability,
AFI103,Income,
TP24,Disability,
WPT2,Endowment,
A-RR-LS3,Accident,
EW51,Payor/Waiver,
T70EDIN7,Disability,
MRD1,Disability,
TDC1,Disability,
ART6,Savers,
EIIEM1,Endowment,
C1010H,Endowment,
WAP9,Life,
DW89,Payor/Waiver,
EPR9,Endowment,
CII8,Critical Illness,
D0MP1N6,Medical,
CGA1S7,Endowment,
21SCHR7,Endowment,
EM9B,Medical,
EL4,Life,
CFPA12,Accident,
ECPA1,Accident,
FIB2,Income,
EXP3,Endowment,
LP13,Payor/Waiver,
WW14,Life,
TMP1,Medical,
HIP3,Income,
EHY4,Accident,
AS2001,Endowment,
ECPA1A,Accident,
CW57,Payor/Waiver,
ELL2,Life,
FR11,Critical Illness,
AEH2,Medical,
EN1A,Endowment,
FCPWLN7,Critical Illness,
ICB3,Income,
AWP6,Payor/Waiver,
HBISN6,Medical,
HSI70N7,Medical,
PCW0,Payor/Waiver,
IPW182,Payor/Waiver,
E55R5,Endowment,
CLASSIC25A,Accident,
WLN5,Life,
THF90N7,Medical,
EXT3,Endowment,
ALP2P7,Life,
C10106,Endowment,
R106,Payor/Waiver,
Q00004,Endowment,
DW82,Payor/Waiver,
LLP1,Payor/Waiver,
EPB2,Payor/Waiver,
5EF1,Savers,
J00004,Endowment,
LLC2,Life,
CR71,Critical Illness,
H111,Medical,
AW49,Payor/Waiver,
PWPH,Payor/Waiver,
ERG1,Endowment,
MESA,Medical,
TTA3,Life,
SNA11S6,Endowment,
WW17,Life,
WXV3,Endowment,
ADD7,Accident,
DW29,Disability,
EAE2,Endowment,
21EDPR7,Endowment,
LP15,Payor/Waiver,
JWP2,Disability,
SNA3RS6,Endowment,
U00002,Endowment,
FCP70N7,Critical Illness,
WHL7,Life,
AD3H,Accident,
CC11,Critical Illness,
R104,Critical Illness,
5DC8,Disability,
LFP1,Life,
W140,Payor/Waiver,
51EH,Savers,
TP17,Disability,
WSM-ACIP2,Critical Illness,
K10102,Life,
EDB1,Critical Illness,
NAD6,Life,
CW80,Payor/Waiver,
GTT0,Life,
AW27,Payor/Waiver,
ILWPN2,Payor/Waiver,
C0065D,Endowment,
UG07,Life,
CISAAN6,Critical Illness,
EDM0,Endowment,
LPC1,Critical Illness,
WA18,Life,
EH27,Savers,
WEMPA4N6,Accident,
T70F,Life,
CLHGN2,Accident,
AHM90,Medical,
DR21,Life,
WSM-CGPN4A,Accident,
E166,Disability,
AW79,Payor/Waiver,
EAPW1,Disability,
MB001,Endowment,
23TRN7,Life,
PALS1N6,Critical Illness,
LPW6,Life,
SUPER4,Accident,
A-OC-TP1,Accident,
WAP3,Life,
ESS2,Endowment,
CR36,Critical Illness,
AD2F,Accident,
EAPLP2,Disability,
CDA3,Life,
C20204,Endowment,
C116,Payor/Waiver,
LWPW1,Payor/Waiver,
WOP9,Payor/Waiver,
5EH7,Savers,
HS19,Medical,
MRT329,Life,
TP13,Disability,
EP66,Disability,
LTR5,Life,
DW77,Payor/Waiver,
WDC5,Payor/Waiver,
EHI100N6,Medical,
T21I,Life,
D1520D,Endowment,
P500,Life,
LW48,Disability,
MRT318,Life,
AB10,Life,
CE52,Critical Illness,
MF4N6,Accident,
SCHOLAR3A,Accident,
5I8A,Life,
FU40,Medical,
NAD8,Life,
PA132,Accident,
MHP3,Medical,
EXG3,Endowment,
AFI151,Income,
TEG1,Endowment,
SW06,Payor/Waiver,
ATA1,Accident,
EL15,Critical Illness,
BPM1,Medical,
CIB4,Critical Illness,
MM15,Critical Illness,
WL11,Life,
AD16,Accident,
CFPA34,Accident,
H332,Medical,
TP29,Disability,
PCLASSIC1,Accident,
ED15,Disability,
PALS3N6,Critical Illness,
WLP5,Payor/Waiver,
PWP6,Payor/Waiver,
TFTS,Life,
CR49,Critical Illness,
MEDI1,Medical,
EAC1,Endowment,
SRB2,Medical,
EXP20R6,Endowment,
WDF5,Disability,
E161,Disability,
5TN8,Life,
SAB2,Accident,
ITE1,Life,
5I1A,Life,
2EH7,Savers,
208S,Life,
SCAA,Critical Illness,
EXL1,Endowment,
LL21,Life,
EW29,Payor/Waiver,
AD01,Accident,
TFI5,Income,
DW56,Disability,
TMP3,Medical,
EW18,Payor/Waiver,
MRB3,Medical,
ECPABN6,Accident,
WWP8,Life,
PAC1N6,Accident,
TEXP20NL,Critical Illness,
AW57,Payor/Waiver,
TP70N8,Life,
PO8AIPB4,Income,
DR20,Life,
AL18,Life,
EW99,Payor/Waiver,
THCS,Savers,
PACB5A,Accident,
MRT110,Life,
DEDDIN7,Disability,
PA24,Accident,
FCPB4,Critical Illness,
WSM-INF2,Accident,
PA15,Accident,
SWP5,Payor/Waiver,
HB02,Medical,
EL27,Critical Illness,
E70S,Savers,
BAE1,Endowment,
PWPS2,Payor/Waiver,
SK2,Accident,
PL04,Life,
HRT0,Life,
WP42,Payor/Waiver,
WGG3,Endowment,
JTWPA1N6,Accident,
ADD1AIN6,Accident,
CR99,Critical Illness,
CW11,Payor/Waiver,
NPAC3,Accident,
ENUFP3,Endowment,
CR42,Critical Illness,
CB50,Life,
LSE2,Critical Illness,
DC420NL,Critical Illness,
EL29,Critical Illness,
AR03,Endowment,
AW54,Payor/Waiver,
SNA41S6,Endowment,
ALL009,Life,
HAJD,Life,
CHI100N6,Medical,
0ADBLN7,Accident,
WSM-JPA3,Accident,
AHI7,Accident,
DT42,Life,
DH79,Income,
EMPA1N6,Accident,
CR17,Critical Illness,
UGCS,Life,
UAM3,Endowment,
DDI2,Disability,
TPD9,Disability,
EPWR,Payor/Waiver,
CAR4,Accident,
B400,Life,
HBR2,Medical,
ECR1,Medical,
AW43,Payor/Waiver,
CW49,Payor/Waiver,
ADT501,Life,
15TPN9,Life,
EJP2,Endowment,
MGTV1,Accident,
C3E55SN6,Critical Illness,
WP44,Payor/Waiver,
AD1F,Accident,
AS5T,Accident,
PA11,Accident,
IPP0D2,Endowment,
EMPA3A,Accident,
H412,Medical,
LSCRN6,Critical Illness,
APTU,Savers,
PBR1,Payor/Waiver,
WP58,Payor/Waiver,
CGA2R6S7,Endowment,
PA29,Accident,
CLASSIC34A,Accident,
21FP1P6,Life,
EEP3,Endowment,
17SCHR8,Endowment,
MHP30,Medical,
TE04,Life,
TB14,Medical,
TP32,Disability,
AFI501,Income,
SWT1,Payor/Waiver,
DW93,Payor/Waiver,
MR49,Medical,
CLASSIC3A,Accident,
ACC604,Critical Illness,
CLASSIC14,Accident,
EAG9,Endowment,
5Y7S,Life,
CW99,Payor/Waiver,
A-ES-ST2,Accident,
AAS1,Accident,
EAPE3,Disability,
E139,Disability,
WEMPAAN6,Accident,
ANNPA2,Accident,
EG12,Endowment,
CW94,Payor/Waiver,
AEP151,Endowment,
DADB3N6,Accident,
CE3A,Critical Illness,
WP36,Payor/Waiver,
E128,Disability,
CLB3,Medical,
H314,Medical,
AD4E,Accident,
XLLSS6,Endowment,
LW80,Payor/Waiver,
WHL5,Life,
L70T,Life,
ACC301,Critical Illness,
RCC5,Accident,
1EH1,Savers,
MRJ,Medical,
ALL011,Life,
19TPN6,Life,
EP11,Disability,
PAR8,Accident,
ECPACN6,Accident,
TB02,Life,
A-DA-ST2,Accident,
CDA9,Accident,
AHI8,Accident,
SS12,Medical,
EPE1,Endowment,
MRT024,Life,
ELB11S7,Endowment,
ENUFP1,Endowment,
HR12,Medical,
MRT333,Life,
EW63,Payor/Waiver,
ECR4,Medical,
TR12,Life,
ROP2,Life,
C30303,Endowment,
5Y1T,Life,
CI15,Income,
MM31,Critical Illness,
CR35,Critical Illness,
WPL4,Life,
AWEI,Payor/Waiver,
LWP2,Payor/Waiver,
C1515D,Endowment,
5CI1,Critical Illness,
PA87,Accident,
AR01,Endowment,
T302,Life,
CLASSIC15,Accident,
H441,Medical,
CR95,Critical Illness,
CW85,Payor/Waiver,
TPM1,Disability,
PVLNA,Life,
MMI120NX,Medical,
TNV7,Life,
TBR3,Life,
UM03,Medical,
ENB4,Endowment,
LP18,Payor/Waiver,
WSM-CCGP2A,Accident,
C105,Payor/Waiver,
THI30N7,Medical,
A-RR-XTRA2,Accident,
DMBARC16,Accident,
D0MP2N6,Medical,
57CR,Critical Illness,
WC2,Accident,
PPR2,Life,
AIC5,Payor/Waiver,
TU04,Savers,
PHG3,Life,
WP51,Payor/Waiver,
D15MP3N6,Medical,
CR98,Critical Illness,
A-RR-SS2A,Accident,
IPCCC1,Critical Illness,
EPS3,Endowment,
PFA2,Income,
H322,Medical,
LS19,Critical Illness,
AFI202,Income,
EL54,Critical Illness,
PHS1,Payor/Waiver,
ESV1,Endowment,
CR67,Critical Illness,
S20SP3N6,Accident,
EP67,Disability,
AP74,Accident,
LS51,Life,
DW65,Disability,
MULTI1,Accident,
FFG1,Endowment,
CW48,Payor/Waiver,
HSM5,Medical,
ADB3N4,Accident,
CW56,Payor/Waiver,
IED1,Endowment,
PB10,Payor/Waiver,
PACB1,Accident,
EL47,Critical Illness,
OPA3,Medical,
OPPA,Medical,
PA441,Accident,
SIR1,Critical Illness,
AFP1,Endowment,
MPH-AIP1,Endowment,
FI1515,Endowment,
APS9,Accident,
POADF,Accident,
CLW9,Payor/Waiver,
H324,Medical,
MPC651,Life,
JTR2,Life,
HGN2,Accident,
C106,Payor/Waiver,
EWP4,Endowment,
CADD,Accident,
CADBGN6,Accident,
PO7AMRF,Accident,
END7,Endowment,
LW90,Disability,
H336,Medical,
TR60N7,Life,
LW63,Payor/Waiver,
EAP3,Disability,
APS2,Savers,
HOS4,Medical,
MPR5,Life,
PFE2,Income,
DH31,Income,
EW13,Payor/Waiver,
CLASSIC46,Accident,
HSI50N6,Medical,
ACD3,Medical,
CDA7,Life,
ED17,Disability,
C20206,Endowment,
PYC1,Payor/Waiver,
MRT027,Life,
AB26,Accident,
HMM4,Medical,
MRT020,Life,
ECP8,Medical,
END3,Endowment,
AW34,Payor/Waiver,
WS4,Accident,
APW5,Payor/Waiver,
UMADD1000,Accident,
ODB7,Income,
68DC,Disability,
DTB4,Life,
A-OC-TP3,Accident,
WP83,Payor/Waiver,
WSM-JPA1,Accident,
P25P,Life,
TD16,Life,
PB42,Payor/Waiver,
UTP3,Disability,
L70N,Life,
LPFN,Life,
SK3A,Accident,
M-ADD1000,Accident,
ADT551,Life,
C3VLN7,Critical Illness,
PACCN6,Accident,
IPCC01,Critical Illness,
D1015E,Endowment,
DH32,Income,
EP55,Disability,
AT11,Savers,
20TPBN7,Life,
UM05,Medical,
CLW1,Payor/Waiver,
DTR9,Life,
WWP4,Life,
TBC4,Medical,
EHY5,Accident,
AEP202,Endowment,
TPD0,Disability,
EPWPS2,Payor/Waiver,
WSM-CGP2,Accident,
UMSADD1000,Accident,
EP45,Disability,
EYP1,Endowment,
WP12,Payor/Waiver,
LHTI,Income,
EXG4,Endowment,
CR63,Critical Illness,
IIP5,Critical Illness,
ASP1N6,Accident,
DUMP,Payor/Waiver,
APSA,Savers,
TP15,Disability,
CLASSIC6,Accident,
ADB4,Accident,
EMS2,Endowment,
CI11,Critical Illness,
AW85,Payor/Waiver,
WSM-CGP1A,Accident,
CW33,Payor/Waiver,
CLASSIC5A,Accident,
EP83,Disability,
WPY3,Life,
SJPA2,Accident,
WSM-CIP1,Critical Illness,
BAP2,Endowment,
CECPA2A,Accident,
EC20,Medical,
L70D,Life,
5Y8M,Life,
58CE,Critical Illness,
70CR,Critical Illness,
70DC,Disability,
17SS,Savers,
27ED,Savers,
57AS,Savers,
64SW,Payor/Waiver,
72SW,Payor/Waiver,
65PW,Payor/Waiver,
69SW,Payor/Waiver,
GAS3,Life,
APWE,Payor/Waiver,
A-RR-SS1,Accident,
EAD5,Endowment,
PACEN6,Accident,
EW69,Payor/Waiver,
C2525G,Endowment,
E105,Disability,
TER8,Life,
C10105,Endowment,
ACC151,Critical Illness,
WA12,Life,
ATL154,Accident,
AHM80,Medical,
UG08,Life,
APRL,Life,
DW87,Payor/Waiver,
PPY1,Payor/Waiver,
EPWC,Payor/Waiver,
JPA6,Accident,
A-DF-ST4,Accident,
EW37,Payor/Waiver,
PWPR02,Payor/Waiver,
QSW,Accident,
PIP,Accident,
59CR,Critical Illness,
QIZ,Accident,
E55P6,Endowment,
RDP1,Disability,
CE60,Critical Illness,
ACC302,Critical Illness,
PLP4,Life,
ECR8,Medical,
PAR9,Accident,
ESP15S,Endowment,
WP77,Payor/Waiver,
WP52,Payor/Waiver,
CR94,Critical Illness,
BEC1,Critical Illness,
P17E,Life,
P28W,Life,
P57W,Life,
ESP0,Income,
YRT2,Life,
TP70N7,Life,
EW57,Payor/Waiver,
PBCS21,Endowment,
T102,Life,
S00003,Endowment,
BAC1,Critical Illness,
EPP8,Endowment,
AL22,Life,
WPI2,Endowment,
BGE110,Endowment,
LLR2,Life,
MRF1,Life,
EW81,Payor/Waiver,
28DC,Disability,
A-DM-ST1,Accident,
TA03,Life,
R100,Critical Illness,
CW74,Payor/Waiver,
DW55,Disability,
EXT1,Endowment,
EW48,Payor/Waiver,
C330TMN7,Critical Illness,
PB33,Payor/Waiver,
61CR,Critical Illness,
EL25,Critical Illness,
APR7,Payor/Waiver,
PWPR1,Payor/Waiver,
PA20,Accident,
CE29,Critical Illness,
107E,Life,
108E,Life,
207E,Life,
5Y8E,Life,
77CI,Critical Illness,
51CC,Critical Illness,
71CR,Critical Illness,
73DC,Disability,
51SS,Savers,
58WA,Payor/Waiver,
AMD2,Medical,
AWE8,Payor/Waiver,
AWE9,Payor/Waiver,
78PW,Payor/Waiver,
21PS,Savers,
51PS,Savers,
70PS,Savers,
P11B,Life,
RGT5,Savers,
T17L,Life,
T27L,Life,
5IQ7,Life,
AXW1,Payor/Waiver,
PXL,Accident,
PCT,Accident,
PS1,Accident,
PFG,Accident,
PTG,Accident,
PWS,Accident,
AT59,Savers,
AT54,Savers,
AT53,Savers,
P11E,Life,
PPFE,Life,
PPY4,Payor/Waiver,
ACD1,Medical,
EPWL,Payor/Waiver,
10XSR6,Endowment,
HM23,Medical,
C2020E,Endowment,
HPA1A,Accident,
WP80,Payor/Waiver,
TP36,Disability,
ESP1,Endowment,
JCB0,Payor/Waiver,
PCDA,Critical Illness,
B00654,Life,
MEDA,Medical,
TA01,Life,
TMI150NX,Medical,
ATL102,Accident,
MDT0,Life,
PO7AMRI,Accident,
W128,Payor/Waiver,
YR15,Life,
A-DF-LP8,Accident,
DA0151,Endowment,
I15151,Life,
CMF1N6,Accident,
FU22,Medical,
PA64,Accident,
GIP9,Endowment,
APWA,Payor/Waiver,
ST3,Accident,
TP27,Disability,
WL13,Life,
E55EDIN6,Disability,
LSE1,Critical Illness,
10ADBHN6,Accident,
GAS4,Life,
ICU4,Medical,
TE8S,Savers,
EAG7,Endowment,
65DC,Disability,
EHGN4,Accident,
UHGS2,Accident,
C0055F,Endowment,
PTPDE3,Disability,
E121,Disability,
EPC201,Life,
15TPN8,Life,
WLR1,Life,
108T,Life,
LWP9,Payor/Waiver,
E159,Disability,
WP91,Payor/Waiver,
AS1502,Endowment,
ADDGION6,Accident,
PHI250N8,Medical,
S00001,Endowment,
LW62,Payor/Waiver,
EDW0,Life,
CW34,Payor/Waiver,
W126,Payor/Waiver,
T6000AA,Life,
ITC1,Life,
2CI8,Critical Illness,
PWP1,Payor/Waiver,
TB12,Medical,
EPW5,Payor/Waiver,
LR23,Life,
CE69,Critical Illness,
CE92,Critical Illness,
CPALSBN6,Critical Illness,
IMSC10,Medical,
PRI1,Endowment,
E123,Disability,
EL39,Critical Illness,
SWPH,Payor/Waiver,
ES12,Endowment,
PB30,Payor/Waiver,
NEPA3,Accident,
TBC8,Medical,
A-BM-CR1,Accident,
EPJ3,Payor/Waiver,
TER9,Life,
CMGP6,Endowment,
TCC8,Critical Illness,
FCPB1,Critical Illness,
CR26,Critical Illness,
1ZBH,Life,
CLASSIC13A,Accident,
UPCS,Life,
QBA,Accident,
JPA3,Accident,
CSP3,Accident,
HSS7,Medical,
LS25,Critical Illness,
HSF120N6,Medical,
ACC3,Critical Illness,
TB04,Life,
EAPW,Disability,
PBB-BP3,Accident,
TB15,Medical,
D1015G,Endowment,
MEUB,Medical,
TTP0,Disability,
ACC502,Critical Illness,
20TPN9,Life,
LSM1,Life,
C3XG15N7,Critical Illness,
SPREMIER3,Accident,
ACP1,Life,
207F,Life,
ECL6,Critical Illness,
CLR5,Critical Illness,
WGI1,Life,
IPTPDB,Disability,
EIDI01,Endowment,
WPY4,Life,
MRM1,Medical,
ALJ0,Life,
ADT8,Savers,
61PW,Payor/Waiver,
CGA1R6S7,Endowment,
LWD1,Payor/Waiver,
CMF5N6,Accident,
CW51,Payor/Waiver,
XP11,Endowment,
HS18,Medical,
PAR6,Accident,
IAR2,Endowment,
ESP16S,Endowment,
UG14,Life,
TJP2,Life,
ADT652,Life,
ENB1,Endowment,
AIS1,Endowment,
2ES7,Savers,
MDP6,Medical,
CR27,Critical Illness,
CR59,Critical Illness,
MDP5,Medical,
AI2N4,Accident,
E132,Disability,
AP82,Accident,
CLASSIC24A,Accident,
ATP0,Disability,
IFP201,Life,
P18I,Life,
WP72,Payor/Waiver,
EAPT2,Disability,
PY25,Payor/Waiver,
C0SP4N6,Accident,
21EH,Savers,
N05051,Life,
ALC001,Life,
PB27,Payor/Waiver,
APHGAN6,Accident,
AHM9,Medical,
WLNP01,Life,
TMI200NX,Medical,
APHG4N6,Accident,
ADD8,Accident,
CR30,Critical Illness,
ASP2,Life,
CLASSIC26,Accident,
THBICN7,Medical,
CE38,Critical Illness,
CPR0,Critical Illness,
TU05,Savers,
SIR5,Critical Illness,
T27F,Life,
30TNC,Life,
DCF4,Disability,
T80F,Life,
PANV,Accident,
SUPER2B,Accident,
EM3E,Medical,
EMPA45,Accident,
EGI9,Endowment,
IPPBP7,Critical Illness,
EW50,Payor/Waiver,
MPP1,Endowment,
FMMS4N6,Accident,
AW10,Payor/Waiver,
17IA,Savers,
E55P7,Endowment,
A-DD-ST3,Accident,
ENS1,Endowment,
IPSI01,Income,
65WC,Payor/Waiver,
Y00002,Endowment,
MREPAHN6,Accident,
CTP8,Disability,
AT15,Savers,
STU0,Savers,
PB18,Payor/Waiver,
MPR8,Life,
ATS2,Life,
TT14,Life,
AAT4,Life,
TU01,Savers,
WPW4,Payor/Waiver,
NBP3,Accident,
18IA,Savers,
HM1,Accident,
TCXG12N7,Critical Illness,
PO8AIPB3,Income,
IPBP7,Critical Illness,
CTPD8,Disability,
LW38,Disability,
MR39,Accident,
RC18,Accident,
PWI1,Payor/Waiver,
PACBN6,Accident,
PFD2,Income,
MM35,Critical Illness,
ESP192,Endowment,
EP82,Disability,
18ES,Savers,
CTPD11,Disability,
PACB2,Accident,
MRT010,Life,
AL12,Life,
CGA13S7,Endowment,
ECW3,Payor/Waiver,
MEUA,Medical,
C3XLPN6,Critical Illness,
FU43,Medical,
EAE5,Endowment,
AL10,Life,
LTW3,Payor/Waiver,
AD7F,Accident,
TADB2N6,Accident,
C420NL,Critical Illness,
108F,Life,
MM12,Critical Illness,
EPC4,Critical Illness,
LMC1,Medical,
WEN3,Endowment,
MCL9,Critical Illness,
IM15P6,Endowment,
MRT2,Life,
HS23,Medical,
CLB4,Medical,
LR29,Payor/Waiver,
5TNC,Life,
EPR0,Accident,
EIT1,Payor/Waiver,
ESP151,Endowment,
BLC1,Critical Illness,
DW25,Disability,
UG11,Life,
HADD,Accident,
DPROP2N6,Accident,
SWL1,Payor/Waiver,
CMF3N6,Accident,
DT12,Life,
R105,Critical Illness,
TE12SSN7,Critical Illness,
HP04,Medical,
EXG1,Endowment,
PC1003,Endowment,
WFP1,Life,
ATL653,Life,
LW79,Payor/Waiver,
AI4N6,Accident,
O12121,Endowment,
END1,Endowment,
HBN4,Medical,
MRT319,Life,
CW60,Payor/Waiver,
W123,Payor/Waiver,
ISWP,Payor/Waiver,
TEXLPN6,Critical Illness,
HPA12,Accident,
EAPLP3,Disability,
HR04,Medical,
APE1,Payor/Waiver,
WIC5,Payor/Waiver,
C109,Payor/Waiver,
THBIN6,Medical,
T58I,Life,
MPA13A,Accident,
ENAAP2,Life,
WC11,Payor/Waiver,
EP34,Disability,
W122,Payor/Waiver,
AI1N4,Accident,
CGPP3N6,Accident,
QBZ,Accident,
QGZ,Accident,
BRA2,Accident,
APM7,Medical,
T57S,Life,
CWP4,Payor/Waiver,
SW17,Payor/Waiver,
PWP7,Payor/Waiver,
O214,Medical,
WLP6,Life,
20SP3N6,Accident,
EW60,Payor/Waiver,
ETM4,Life,
MPH-AIP3,Endowment,
WSM-CGPN1A,Accident,
ASS4,Savers,
IFCPR1,Critical Illness,
CWP8,Payor/Waiver,
PA24C,Accident,
ETM9,Life,
EE18,Payor/Waiver,
CR82,Payor/Waiver,
EPAL2,Accident,
SPROP5N6,Accident,
LR22,Life,
WIN3,Income,
FEST981,Accident,
APR3,Payor/Waiver,
AW66,Payor/Waiver,
UAP1,Life,
ATL156,Accident,
A-DF-ST2,Accident,
PACB2A,Accident,
DW79,Payor/Waiver,
CR23,Critical Illness,
EW74,Payor/Waiver,
TE20XJNL,Critical Illness,
ECL9,Critical Illness,
FCP8,Critical Illness,
EEP5,Endowment,
AD5F,Accident,
CCR8,Critical Illness,
EL70,Critical Illness,
PA321,Accident,
EL89,Critical Illness,
AD15,Accident,
LW75,Payor/Waiver,
TP28,Disability,
CLASIC1AB,Accident,
DSA3,Accident,
GIP5,Endowment,
CW40,Payor/Waiver,
ITD1,Life,
TAH3,Income,
CR84,Payor/Waiver,
AIAL1N6,Accident,
AFI101,Income,
C0055H,Endowment,
TPD4,Disability,
RD-ARP1,Accident,
C00559,Endowment,
AP85,Accident,
TC01,Life,
EH17,Savers,
EPA0,Accident,
PC1004,Endowment,
C15153,Endowment,
HPA2A,Accident,
TEXP23N6,Critical Illness,
C20SP2N6,Accident,
SAB1,Accident,
AWP4,Payor/Waiver,
FCA1,Income,
AW23,Payor/Waiver,
VLP7,Life,
PPAL,Accident,
GPP0,Life,
ENWLPND,Life,
SNB11S6,Endowment,
CMG7,Endowment,
THI120NX,Medical,
CDA2,Life,
EJP1,Endowment,
WLDP6,Endowment,
MM38,Critical Illness,
EL21,Critical Illness,
ADD2,Accident,
APW3,Payor/Waiver,
EL5,Life,
EDU1,Endowment,
WPY1,Life,
EL82,Critical Illness,
SW04,Payor/Waiver,
EMI100N7,Medical,
K10101,Life,
TNV1,Life,
TDT1,Life,
A-DE-ST2,Accident,
A-DM-ST2,Accident,
WLL2,Life,
SJPA3,Accident,
THI50N6,Medical,
TMI120NX,Medical,
M00004,Life,
TTA9,Life,
MC10,Critical Illness,
BIS1,Income,
CW79,Payor/Waiver,
EPC551,Life,
WECPA5N6,Accident,
WP78,Payor/Waiver,
EW82,Payor/Waiver,
PIA2,Life,
GRP7,Endowment,
H333,Medical,
APX0,Payor/Waiver,
EL48,Critical Illness,
SW05,Payor/Waiver,
ACLI,Critical Illness,
IPPTPDZ6,Disability,
XLP23SR7,Endowment,
CIP2,Life,
AIP163,Endowment,
HBIP4NN6,Medical,
P17I,Life,
W105,Payor/Waiver,
SMFAN6,Accident,
WLC5,Payor/Waiver,
CIA1,Life,
EL50,Critical Illness,
TEC5,Life,
LWPT1,Payor/Waiver,
DW18,Payor/Waiver,
END8,Endowment,
E108,Disability,
EPWD,Payor/Waiver,
ETM8,Life,
FEST8823,Accident,
M-ADD500,Accident,
PAC3,Accident,
PRR1,Life,
DW32,Disability,
WSM-MCGPA,Accident,
IT42,Life,
TPJ0,Life,
XLC70N7,Medical,
PM15PA,Endowment,
ADB50N6,Accident,
AD8F,Accident,
ED18,Income,
ERI0,Endowment,
HIP6,Income,
C318XJNL,Critical Illness,
CE88,Critical Illness,
APAC2,Accident,
PB34,Payor/Waiver,
BCB-SN1A,Accident,
ET17,Savers,
CW66,Payor/Waiver,
EM8C,Medical,
E170,Disability,
PA21,Accident,
PHI3,Income,
E150,Disability,
19VC,Life,
CGB12S7,Endowment,
A-DF-LP20A,Accident,
